"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc7a3, seq=27931/7021, ttl=64 (no response found!)"
"2","0.004115","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.005789","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc8a3, seq=27932/7277, ttl=64 (no response found!)"
"4","1.017381","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.019178","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc9a3, seq=27933/7533, ttl=64 (no response found!)"
"6","2.020238","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","2.971218","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"8","3.022036","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcaa3, seq=27934/7789, ttl=64 (no response found!)"
"9","3.022918","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"10","4.023385","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcba3, seq=27935/8045, ttl=64 (no response found!)"
"11","4.033710","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"12","4.706782","ca:01:38:f4:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","350","Device ID: R1  Port ID: FastEthernet0/0  "
"13","5.034420","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcca3, seq=27936/8301, ttl=64 (no response found!)"
"14","5.035869","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"15","5.107333","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"16","6.036547","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcda3, seq=27937/8557, ttl=64 (no response found!)"
"17","6.039113","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"18","7.039774","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcea3, seq=27938/8813, ttl=64 (no response found!)"
"19","7.044264","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"20","8.045887","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcfa3, seq=27939/9069, ttl=64 (reply in 21)"
"21","8.686205","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xcfa3, seq=27939/9069, ttl=61 (request in 20)"
"22","9.687928","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd1a3, seq=27940/9325, ttl=64 (reply in 23)"
"23","10.336361","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd1a3, seq=27940/9325, ttl=61 (request in 22)"
"24","11.336921","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd2a3, seq=27941/9581, ttl=64 (reply in 25)"
"25","11.979429","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd2a3, seq=27941/9581, ttl=61 (request in 24)"
"26","12.958109","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"27","12.980668","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd4a3, seq=27942/9837, ttl=64 (reply in 28)"
"28","13.743612","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd4a3, seq=27942/9837, ttl=61 (request in 27)"
"29","14.156433","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
