"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"2","1.002032","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xae24, seq=1695/40710, ttl=64 (no response found!)"
"3","1.003001","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"4","2.003594","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xaf24, seq=1696/40966, ttl=64 (no response found!)"
"5","2.005523","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"6","3.007019","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb024, seq=1697/41222, ttl=64 (no response found!)"
"7","3.009400","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"8","3.843489","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"9","4.010087","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb124, seq=1698/41478, ttl=64 (no response found!)"
"10","4.019023","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"11","5.021058","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb224, seq=1699/41734, ttl=64 (no response found!)"
"12","5.026742","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","6.028276","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb324, seq=1700/41990, ttl=64 (no response found!)"
"14","6.029216","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"15","7.029568","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb424, seq=1701/42246, ttl=64 (no response found!)"
"16","7.038389","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"17","8.040197","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb524, seq=1702/42502, ttl=64 (no response found!)"
"18","8.044418","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"19","8.940380","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"20","9.046046","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb624, seq=1703/42758, ttl=64 (no response found!)"
"21","9.053245","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"22","10.054969","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb724, seq=1704/43014, ttl=64 (no response found!)"
"23","10.061472","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"24","11.061899","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb824, seq=1705/43270, ttl=64 (no response found!)"
"25","11.071753","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"26","12.073249","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb924, seq=1706/43526, ttl=64 (no response found!)"
"27","12.082802","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"28","13.082098","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"29","13.084827","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xba24, seq=1707/43782, ttl=64 (reply in 30)"
"30","13.721080","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xba24, seq=1707/43782, ttl=61 (request in 29)"
"31","14.722979","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbb24, seq=1708/44038, ttl=64 (reply in 32)"
"32","15.612201","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbb24, seq=1708/44038, ttl=61 (request in 31)"
"33","16.613545","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbd24, seq=1709/44294, ttl=64 (reply in 34)"
"34","17.246779","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbd24, seq=1709/44294, ttl=61 (request in 33)"
