"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa106, seq=47878/1723, ttl=64 (no response found!)"
"2","0.007240","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.007494","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa206, seq=47879/1979, ttl=64 (no response found!)"
"4","1.016116","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.017997","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa306, seq=47880/2235, ttl=64 (no response found!)"
"6","2.026425","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","3.028412","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa406, seq=47881/2491, ttl=64 (no response found!)"
"8","3.035970","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","3.727036","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"10","4.037929","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa506, seq=47882/2747, ttl=64 (no response found!)"
"11","4.047781","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"12","5.048011","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa606, seq=47883/3003, ttl=64 (no response found!)"
"13","5.049969","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"14","5.410503","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"15","6.050968","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa706, seq=47884/3259, ttl=64 (no response found!)"
"16","6.054003","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"17","7.054955","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa806, seq=47885/3515, ttl=64 (no response found!)"
"18","7.056584","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"19","8.057735","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa906, seq=47886/3771, ttl=64 (no response found!)"
"20","8.065965","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"21","8.486353","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xaa06, seq=47887/4027, ttl=64 (no response found!)"
"22","8.531782","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"23","9.533572","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xab06, seq=47888/4283, ttl=64 (no response found!)"
"24","9.536548","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"25","10.538404","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xac06, seq=47889/4539, ttl=64 (reply in 26)"
"26","10.781798","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xac06, seq=47889/4539, ttl=60 (request in 25)"
