"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x63ea, seq=42020/9380, ttl=64 (no response found!)"
"2","0.008929","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.010315","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x64ea, seq=42021/9636, ttl=64 (no response found!)"
"4","1.020999","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.022283","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x65ea, seq=42022/9892, ttl=64 (no response found!)"
"6","2.031305","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","3.032586","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x66ea, seq=42023/10148, ttl=64 (no response found!)"
"8","3.042877","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","3.682935","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"10","4.044066","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x67ea, seq=42024/10404, ttl=64 (no response found!)"
"11","4.054505","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"12","5.055011","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x68ea, seq=42025/10660, ttl=64 (reply in 13)"
"13","5.109511","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x68ea, seq=42025/10660, ttl=60 (request in 12)"
"14","6.110547","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x69ea, seq=42026/10916, ttl=64 (reply in 15)"
"15","6.153573","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x69ea, seq=42026/10916, ttl=60 (request in 14)"
"16","6.257452","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"17","7.154989","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x6aea, seq=42027/11172, ttl=64 (reply in 18)"
"18","7.207729","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x6aea, seq=42027/11172, ttl=60 (request in 17)"
"19","8.209173","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x6bea, seq=42028/11428, ttl=64 (reply in 20)"
"20","8.266447","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x6bea, seq=42028/11428, ttl=60 (request in 19)"
"21","9.267504","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x6cea, seq=42029/11684, ttl=64 (reply in 22)"
"22","9.308679","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x6cea, seq=42029/11684, ttl=60 (request in 21)"
"23","10.310482","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x6dea, seq=42030/11940, ttl=64 (reply in 24)"
"24","10.383639","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x6dea, seq=42030/11940, ttl=60 (request in 23)"
"25","11.385580","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x6eea, seq=42031/12196, ttl=64 (reply in 26)"
"26","11.429326","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x6eea, seq=42031/12196, ttl=60 (request in 25)"
"27","12.429720","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x6fea, seq=42032/12452, ttl=64 (reply in 28)"
"28","12.477762","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x6fea, seq=42032/12452, ttl=60 (request in 27)"
"29","13.479100","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x70ea, seq=42033/12708, ttl=64 (reply in 30)"
"30","13.522274","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x70ea, seq=42033/12708, ttl=60 (request in 29)"
