"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x56cc, seq=1682/37382, ttl=64 (no response found!)"
"2","0.007501","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.008152","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x57cc, seq=1683/37638, ttl=64 (no response found!)"
"4","1.011430","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.012301","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x58cc, seq=1684/37894, ttl=64 (no response found!)"
"6","2.020280","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","3.021494","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x59cc, seq=1685/38150, ttl=64 (no response found!)"
"8","3.023308","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","4.025049","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x5acc, seq=1686/38406, ttl=64 (no response found!)"
"10","4.038528","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"11","5.040146","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x5bcc, seq=1687/38662, ttl=64 (no response found!)"
"12","5.049082","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","6.051070","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x5ccc, seq=1688/38918, ttl=64 (no response found!)"
"14","7.216590","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"15","8.052174","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x5ecc, seq=1689/39174, ttl=64 (reply in 17)"
"16","8.323857","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
