"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x94e8, seq=7012/25627, ttl=64 (no response found!)"
"2","0.003100","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.004706","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x95e8, seq=7013/25883, ttl=64 (no response found!)"
"4","1.015270","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.017522","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x96e8, seq=7014/26139, ttl=64 (no response found!)"
"6","2.018919","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","3.019360","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x97e8, seq=7015/26395, ttl=64 (no response found!)"
"8","3.029949","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","4.030593","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x98e8, seq=7016/26651, ttl=64 (no response found!)"
"10","4.035139","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"11","5.035959","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x99e8, seq=7017/26907, ttl=64 (no response found!)"
"12","5.037352","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","5.265141","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"14","6.039272","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9ae8, seq=7018/27163, ttl=64 (no response found!)"
"15","6.048231","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"16","6.471827","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"17","7.049988","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9be8, seq=7019/27419, ttl=64 (no response found!)"
"18","7.060494","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"19","8.061908","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9ce8, seq=7020/27675, ttl=64 (no response found!)"
"20","8.065403","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"21","9.066615","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9de8, seq=7021/27931, ttl=64 (reply in 22)"
"22","9.127129","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9de8, seq=7021/27931, ttl=60 (request in 21)"
"23","10.127930","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9ee8, seq=7022/28187, ttl=64 (reply in 24)"
"24","10.177588","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9ee8, seq=7022/28187, ttl=60 (request in 23)"
"25","11.179603","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa0e8, seq=7023/28443, ttl=64 (reply in 26)"
