"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0b4f, seq=10419/45864, ttl=64 (no response found!)"
"2","0.010998","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.013398","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0c4f, seq=10420/46120, ttl=64 (no response found!)"
"4","1.021952","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.023718","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0d4f, seq=10421/46376, ttl=64 (no response found!)"
"6","2.032864","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","2.642281","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"8","3.035259","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0e4f, seq=10422/46632, ttl=64 (no response found!)"
"9","3.045827","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"10","3.894145","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"11","4.047285","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x0f4f, seq=10423/46888, ttl=64 (no response found!)"
"12","4.049850","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","5.051311","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x104f, seq=10424/47144, ttl=64 (no response found!)"
"14","5.059774","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"15","6.061622","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x114f, seq=10425/47400, ttl=64 (no response found!)"
"16","6.069530","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"17","7.071439","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x124f, seq=10426/47656, ttl=64 (no response found!)"
