"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7d69, seq=1943/38663, ttl=64 (no response found!)"
"2","0.000965","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.001956","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7e69, seq=1944/38919, ttl=64 (no response found!)"
"4","1.011117","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.011638","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7f69, seq=1945/39175, ttl=64 (no response found!)"
"6","2.021274","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","2.310612","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"8","3.023013","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8069, seq=1946/39431, ttl=64 (no response found!)"
"9","3.024795","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"10","3.169655","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"11","4.025833","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8169, seq=1947/39687, ttl=64 (no response found!)"
"12","4.028266","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","5.029249","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8269, seq=1948/39943, ttl=64 (no response found!)"
"14","7.030394","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8469, seq=1949/40199, ttl=64 (no response found!)"
"15","9.031674","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8669, seq=1950/40455, ttl=64 (no response found!)"
"16","11.033259","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8869, seq=1951/40711, ttl=64 (no response found!)"
"17","12.289805","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"18","12.546790","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"19","13.033952","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8a69, seq=1952/40967, ttl=64 (no response found!)"
"20","15.035084","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8c69, seq=1953/41223, ttl=64 (reply in 21)"
"21","15.092824","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x8c69, seq=1953/41223, ttl=60 (request in 20)"
"22","17.035734","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8e69, seq=1954/41479, ttl=64 (reply in 23)"
"23","17.083727","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x8e69, seq=1954/41479, ttl=60 (request in 22)"
"24","19.036969","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9069, seq=1955/41735, ttl=64 (reply in 25)"
"25","19.103016","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9069, seq=1955/41735, ttl=60 (request in 24)"
"26","21.037975","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9269, seq=1956/41991, ttl=64 (reply in 27)"
"27","21.091539","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9269, seq=1956/41991, ttl=60 (request in 26)"
"28","22.039847","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"29","22.296999","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"30","23.038687","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9469, seq=1957/42247, ttl=64 (reply in 31)"
"31","23.092070","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9469, seq=1957/42247, ttl=60 (request in 30)"
"32","25.039164","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9669, seq=1958/42503, ttl=64 (reply in 33)"
"33","25.090129","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9669, seq=1958/42503, ttl=60 (request in 32)"
"34","27.040849","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9869, seq=1959/42759, ttl=64 (reply in 35)"
"35","27.089954","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9869, seq=1959/42759, ttl=60 (request in 34)"
"36","29.042415","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9a69, seq=1960/43015, ttl=64 (reply in 37)"
"37","29.094291","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9a69, seq=1960/43015, ttl=60 (request in 36)"
"38","31.042872","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9c69, seq=1961/43271, ttl=64 (reply in 39)"
"39","31.096327","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9c69, seq=1961/43271, ttl=60 (request in 38)"
"40","31.230022","ca:01:38:f4:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","350","Device ID: R1  Port ID: FastEthernet0/0  "
"41","31.920241","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"42","32.301970","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"43","33.044034","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9e69, seq=1962/43527, ttl=64 (reply in 44)"
"44","33.096314","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x9e69, seq=1962/43527, ttl=60 (request in 43)"
"45","35.044363","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa069, seq=1963/43783, ttl=64 (reply in 46)"
"46","35.090070","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xa069, seq=1963/43783, ttl=60 (request in 45)"
"47","37.046246","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa269, seq=1964/44039, ttl=64 (reply in 48)"
"48","37.113073","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xa269, seq=1964/44039, ttl=60 (request in 47)"
"49","39.046633","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa469, seq=1965/44295, ttl=64 (no response found!)"
"50","39.053527","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"51","40.055099","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa569, seq=1966/44551, ttl=64 (no response found!)"
"52","40.063083","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"53","41.064353","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa669, seq=1967/44807, ttl=64 (no response found!)"
"54","41.065252","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"55","41.569898","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"56","42.065795","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa769, seq=1968/45063, ttl=64 (no response found!)"
"57","42.074705","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"58","42.302138","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"59","43.075314","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa869, seq=1969/45319, ttl=64 (no response found!)"
"60","43.084984","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"61","44.085273","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa969, seq=1970/45575, ttl=64 (no response found!)"
"62","44.092686","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"63","45.094693","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xaa69, seq=1971/45831, ttl=64 (no response found!)"
"64","45.104008","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"65","46.105357","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xab69, seq=1972/46087, ttl=64 (no response found!)"
"66","46.114173","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"67","47.114968","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xac69, seq=1973/46343, ttl=64 (no response found!)"
"68","47.117934","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"69","48.119131","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xad69, seq=1974/46599, ttl=64 (reply in 70)"
"70","48.180878","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xad69, seq=1974/46599, ttl=60 (request in 69)"
"71","50.120497","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xaf69, seq=1975/46855, ttl=64 (reply in 72)"
"72","50.186803","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xaf69, seq=1975/46855, ttl=60 (request in 71)"
"73","50.949457","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"74","52.122546","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb169, seq=1976/47111, ttl=64 (reply in 75)"
"75","52.169223","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb169, seq=1976/47111, ttl=60 (request in 74)"
"76","52.303695","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"77","54.123190","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb369, seq=1977/47367, ttl=64 (reply in 78)"
"78","54.181738","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb369, seq=1977/47367, ttl=60 (request in 77)"
"79","56.124576","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb569, seq=1978/47623, ttl=64 (reply in 80)"
"80","56.168783","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb569, seq=1978/47623, ttl=60 (request in 79)"
"81","58.125953","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb769, seq=1979/47879, ttl=64 (reply in 82)"
"82","58.173446","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb769, seq=1979/47879, ttl=60 (request in 81)"
"83","60.008197","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"84","60.126490","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xb969, seq=1980/48135, ttl=64 (reply in 85)"
"85","60.173254","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xb969, seq=1980/48135, ttl=60 (request in 84)"
"86","62.127757","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbb69, seq=1981/48391, ttl=64 (reply in 87)"
"87","62.169941","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbb69, seq=1981/48391, ttl=60 (request in 86)"
"88","62.305260","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"89","64.128644","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbd69, seq=1982/48647, ttl=64 (reply in 90)"
"90","64.201302","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbd69, seq=1982/48647, ttl=60 (request in 89)"
"91","66.129108","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbf69, seq=1983/48903, ttl=64 (reply in 92)"
"92","66.187863","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xbf69, seq=1983/48903, ttl=60 (request in 91)"
"93","68.129487","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc169, seq=1984/49159, ttl=64 (reply in 94)"
"94","68.180499","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc169, seq=1984/49159, ttl=60 (request in 93)"
"95","69.672478","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"96","70.129743","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc369, seq=1985/49415, ttl=64 (reply in 97)"
"97","70.197878","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc369, seq=1985/49415, ttl=60 (request in 96)"
"98","72.130395","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc569, seq=1986/49671, ttl=64 (reply in 99)"
"99","72.192476","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc569, seq=1986/49671, ttl=60 (request in 98)"
"100","72.295335","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"101","74.131847","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc769, seq=1987/49927, ttl=64 (reply in 102)"
"102","74.176279","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc769, seq=1987/49927, ttl=60 (request in 101)"
"103","76.132355","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc969, seq=1988/50183, ttl=64 (reply in 104)"
"104","76.198066","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc969, seq=1988/50183, ttl=60 (request in 103)"
"105","78.133487","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcb69, seq=1989/50439, ttl=64 (reply in 106)"
"106","78.188386","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xcb69, seq=1989/50439, ttl=60 (request in 105)"
"107","79.105231","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"108","80.135002","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcd69, seq=1990/50695, ttl=64 (reply in 109)"
"109","80.186363","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xcd69, seq=1990/50695, ttl=60 (request in 108)"
"110","82.136814","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcf69, seq=1991/50951, ttl=64 (reply in 111)"
"111","82.178106","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xcf69, seq=1991/50951, ttl=60 (request in 110)"
"112","82.312580","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"113","84.137551","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd169, seq=1992/51207, ttl=64 (reply in 114)"
"114","84.189012","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd169, seq=1992/51207, ttl=60 (request in 113)"
"115","86.137832","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd369, seq=1993/51463, ttl=64 (reply in 116)"
"116","86.193429","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd369, seq=1993/51463, ttl=60 (request in 115)"
