"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9b77, seq=3920/20495, ttl=64 (no response found!)"
"2","0.002493","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.002925","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9c77, seq=3921/20751, ttl=64 (no response found!)"
"4","1.004990","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.006324","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9d77, seq=3922/21007, ttl=64 (no response found!)"
"6","2.016266","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","3.016514","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9e77, seq=3923/21263, ttl=64 (no response found!)"
"8","3.026669","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","4.028605","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x9f77, seq=3924/21519, ttl=64 (no response found!)"
"10","4.036469","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"11","4.665342","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"12","5.037446","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa077, seq=3925/21775, ttl=64 (no response found!)"
"13","5.046603","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"14","6.047404","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa177, seq=3926/22031, ttl=64 (no response found!)"
"15","6.057651","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"16","7.058445","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xa277, seq=3927/22287, ttl=64 (no response found!)"
"17","7.062185","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
