"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8887, seq=21533/7508, ttl=64 (no response found!)"
"2","0.009956","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.011005","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8987, seq=21534/7764, ttl=64 (no response found!)"
"4","1.019614","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","1.916504","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"6","2.021089","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8a87, seq=21535/8020, ttl=64 (no response found!)"
"7","2.029737","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"8","3.031189","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8b87, seq=21536/8276, ttl=64 (no response found!)"
"9","3.041882","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"10","4.042131","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8c87, seq=21537/8532, ttl=64 (no response found!)"
"11","4.043093","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"12","5.043873","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8d87, seq=21538/8788, ttl=64 (no response found!)"
"13","5.050213","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"14","6.051504","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8e87, seq=21539/9044, ttl=64 (no response found!)"
"15","6.059860","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"16","7.061441","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8f87, seq=21540/9300, ttl=64 (no response found!)"
