"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","ca:01:38:f4:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","350","Device ID: R1  Port ID: FastEthernet0/0  "
"2","0.496476","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x38be, seq=14288/53303, ttl=64 (no response found!)"
"3","0.504945","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"4","1.031286","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"5","1.506513","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x39be, seq=14289/53559, ttl=64 (no response found!)"
"6","1.516692","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","2.517926","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3abe, seq=14290/53815, ttl=64 (no response found!)"
"8","2.528326","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","3.529817","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3bbe, seq=14291/54071, ttl=64 (no response found!)"
"10","3.538995","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"11","4.540226","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3cbe, seq=14292/54327, ttl=64 (no response found!)"
"12","4.549341","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","5.551007","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3dbe, seq=14293/54583, ttl=64 (no response found!)"
"14","5.560469","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"15","6.561428","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3ebe, seq=14294/54839, ttl=64 (no response found!)"
"16","6.564970","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"17","7.402227","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"18","7.566643","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3fbe, seq=14295/55095, ttl=64 (no response found!)"
"19","7.578252","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"20","8.579896","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x40be, seq=14296/55351, ttl=64 (reply in 21)"
"21","8.635339","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x40be, seq=14296/55351, ttl=60 (request in 20)"
