"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2a5d, seq=12804/1074, ttl=64 (no response found!)"
"2","0.001869","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.002679","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2b5d, seq=12805/1330, ttl=64 (no response found!)"
"4","1.013029","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.015464","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2c5d, seq=12806/1586, ttl=64 (no response found!)"
"6","2.023426","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","3.024905","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2d5d, seq=12807/1842, ttl=64 (no response found!)"
"8","3.034459","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","3.263599","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"10","4.035990","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2e5d, seq=12808/2098, ttl=64 (no response found!)"
"11","4.041660","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"12","5.043549","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x2f5d, seq=12809/2354, ttl=64 (no response found!)"
"13","5.044808","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"14","6.045947","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x305d, seq=12810/2610, ttl=64 (no response found!)"
"15","6.047915","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"16","7.049467","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x315d, seq=12811/2866, ttl=64 (no response found!)"
"17","7.055442","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"18","7.775747","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"19","8.056564","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x325d, seq=12812/3122, ttl=64 (reply in 20)"
"20","8.320012","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x325d, seq=12812/3122, ttl=60 (request in 19)"
"21","9.321911","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x335d, seq=12813/3378, ttl=64 (reply in 22)"
"22","9.578396","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x335d, seq=12813/3378, ttl=60 (request in 21)"
"23","10.580113","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x355d, seq=12814/3634, ttl=64 (reply in 24)"
"24","10.809948","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x355d, seq=12814/3634, ttl=60 (request in 23)"
"25","11.811173","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x365d, seq=12815/3890, ttl=64 (reply in 26)"
"26","12.028753","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x365d, seq=12815/3890, ttl=60 (request in 25)"
"27","12.804838","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"28","13.029565","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x375d, seq=12816/4146, ttl=64 (reply in 29)"
"29","13.250293","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x375d, seq=12816/4146, ttl=60 (request in 28)"
"30","14.251944","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x385d, seq=12817/4402, ttl=64 (reply in 31)"
"31","14.492045","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x385d, seq=12817/4402, ttl=60 (request in 30)"
"32","15.493485","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x395d, seq=12818/4658, ttl=64 (reply in 33)"
"33","15.802422","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x395d, seq=12818/4658, ttl=60 (request in 32)"
"34","16.804317","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3b5d, seq=12819/4914, ttl=64 (reply in 35)"
"35","17.096165","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x3b5d, seq=12819/4914, ttl=60 (request in 34)"
"36","17.778303","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"37","18.097449","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x3c5d, seq=12820/5170, ttl=64 (reply in 38)"
