"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x82f8, seq=45462/38577, ttl=64 (no response found!)"
"2","0.007558","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.008665","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x83f8, seq=45463/38833, ttl=64 (no response found!)"
"4","1.013800","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","1.684409","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"6","2.015796","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x84f8, seq=45464/39089, ttl=64 (no response found!)"
"7","2.024361","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"8","3.026471","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x85f8, seq=45465/39345, ttl=64 (no response found!)"
"9","3.036340","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"10","4.037663","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x86f8, seq=45466/39601, ttl=64 (no response found!)"
"11","4.043729","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"12","5.045550","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x87f8, seq=45467/39857, ttl=64 (no response found!)"
"13","5.047012","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"14","6.048568","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x88f8, seq=45468/40113, ttl=64 (no response found!)"
"15","6.058660","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"16","7.059542","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x89f8, seq=45469/40369, ttl=64 (no response found!)"
"17","7.067106","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"18","8.068685","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8af8, seq=45470/40625, ttl=64 (no response found!)"
"19","8.075519","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"20","9.037723","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"21","9.077512","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8bf8, seq=45471/40881, ttl=64 (no response found!)"
"22","9.078598","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"23","10.079041","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x8cf8, seq=45472/41137, ttl=64 (no response found!)"
