"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbc85, seq=6111/57111, ttl=64 (no response found!)"
"2","0.009602","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","0.236643","ca:01:38:f4:00:00","CDP/VTP/DTP/PAgP/UDLD","CDP","350","Device ID: R1  Port ID: FastEthernet0/0  "
"4","1.011342","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbd85, seq=6112/57367, ttl=64 (no response found!)"
"5","1.022249","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"6","1.249551","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"7","2.023595","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbe85, seq=6113/57623, ttl=64 (no response found!)"
"8","2.034069","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","3.034778","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xbf85, seq=6114/57879, ttl=64 (no response found!)"
"10","3.039490","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"11","4.041390","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc085, seq=6115/58135, ttl=64 (no response found!)"
"12","4.048221","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","5.049367","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc185, seq=6116/58391, ttl=64 (no response found!)"
"14","5.054813","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"15","6.056009","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc285, seq=6117/58647, ttl=64 (no response found!)"
"16","6.059133","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"17","7.059871","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc385, seq=6118/58903, ttl=64 (no response found!)"
"18","7.062455","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"19","7.198080","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"20","8.063926","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc485, seq=6119/59159, ttl=64 (no response found!)"
"21","8.065693","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"22","9.066934","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc585, seq=6120/59415, ttl=64 (reply in 23)"
"23","9.306239","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc585, seq=6120/59415, ttl=60 (request in 22)"
"24","11.067973","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc785, seq=6121/59671, ttl=64 (reply in 26)"
"25","11.271803","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"26","11.354227","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc785, seq=6121/59671, ttl=60 (request in 24)"
"27","13.070217","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xc985, seq=6122/59927, ttl=64 (reply in 28)"
"28","13.346742","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xc985, seq=6122/59927, ttl=60 (request in 27)"
"29","15.071541","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcb85, seq=6123/60183, ttl=64 (reply in 30)"
"30","15.346487","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xcb85, seq=6123/60183, ttl=60 (request in 29)"
"31","16.832636","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"32","17.073006","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcd85, seq=6124/60439, ttl=64 (reply in 33)"
"33","17.368755","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xcd85, seq=6124/60439, ttl=60 (request in 32)"
"34","19.073399","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xcf85, seq=6125/60695, ttl=64 (reply in 35)"
"35","19.344989","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xcf85, seq=6125/60695, ttl=60 (request in 34)"
"36","21.073951","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd185, seq=6126/60951, ttl=64 (reply in 38)"
"37","21.277818","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"38","21.432571","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd185, seq=6126/60951, ttl=60 (request in 36)"
"39","23.074934","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd385, seq=6127/61207, ttl=64 (reply in 41)"
"40","23.242690","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd385, seq=6128/61463, ttl=64 (reply in 42)"
"41","23.248665","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd385, seq=6127/61207, ttl=60 (request in 39)"
"42","23.495202","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd385, seq=6128/61463, ttl=60 (request in 40)"
"43","25.243628","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0xd585, seq=6129/61719, ttl=64 (reply in 44)"
"44","25.463331","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0xd585, seq=6129/61719, ttl=60 (request in 43)"
"45","26.229061","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
