"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1e3f, seq=59610/56040, ttl=64 (no response found!)"
"2","0.008785","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.011216","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x1f3f, seq=59611/56296, ttl=64 (no response found!)"
"4","1.017044","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","2.017668","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x203f, seq=59612/56552, ttl=64 (no response found!)"
"6","2.018718","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"7","3.020238","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x213f, seq=59613/56808, ttl=64 (no response found!)"
"8","3.028028","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"9","3.983086","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"10","4.029141","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x223f, seq=59614/57064, ttl=64 (no response found!)"
"11","4.034194","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"12","5.034745","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x233f, seq=59615/57320, ttl=64 (no response found!)"
"13","7.035271","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x253f, seq=59616/57576, ttl=64 (reply in 14)"
"14","7.080421","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x253f, seq=59616/57576, ttl=60 (request in 13)"
"15","8.081730","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x263f, seq=59617/57832, ttl=64 (reply in 16)"
"16","8.145395","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x263f, seq=59617/57832, ttl=60 (request in 15)"
