"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x75da, seq=4064/57359, ttl=64 (no response found!)"
"2","0.003306","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"3","1.004047","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x76da, seq=4065/57615, ttl=64 (no response found!)"
"4","1.005391","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"5","1.864636","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"6","2.006789","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x77da, seq=4066/57871, ttl=64 (no response found!)"
"7","2.009222","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"8","3.011062","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x78da, seq=4067/58127, ttl=64 (no response found!)"
"9","3.020850","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"10","3.558976","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"11","4.021618","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x79da, seq=4068/58383, ttl=64 (no response found!)"
"12","4.024150","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"13","5.025901","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7ada, seq=4069/58639, ttl=64 (no response found!)"
"14","5.035695","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"15","6.036873","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7bda, seq=4070/58895, ttl=64 (no response found!)"
"16","6.046853","192.168.1.1","192.168.1.2","ICMP","70","Destination unreachable (Host unreachable)"
"17","7.047511","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7cda, seq=4071/59151, ttl=64 (reply in 18)"
"18","7.314637","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x7cda, seq=4071/59151, ttl=60 (request in 17)"
"19","8.316686","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7dda, seq=4072/59407, ttl=64 (reply in 20)"
"20","8.546481","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x7dda, seq=4072/59407, ttl=60 (request in 19)"
"21","9.547266","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x7fda, seq=4073/59663, ttl=64 (reply in 22)"
"22","9.828078","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x7fda, seq=4073/59663, ttl=60 (request in 21)"
"23","10.829739","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x80da, seq=4074/59919, ttl=64 (reply in 24)"
"24","11.116761","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x80da, seq=4074/59919, ttl=60 (request in 23)"
"25","11.858708","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"26","12.118241","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x81da, seq=4075/60175, ttl=64 (reply in 27)"
"27","12.402759","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x81da, seq=4075/60175, ttl=60 (request in 26)"
"28","12.856601","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
