"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x5c5b, seq=65358/20223, ttl=64 (reply in 2)"
"2","0.265084","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x5c5b, seq=65358/20223, ttl=60 (request in 1)"
"3","1.266681","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x5e5b, seq=65359/20479, ttl=64 (reply in 4)"
"4","1.518301","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x5e5b, seq=65359/20479, ttl=60 (request in 3)"
"5","2.519865","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x5f5b, seq=65360/20735, ttl=64 (reply in 6)"
"6","2.745882","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x5f5b, seq=65360/20735, ttl=60 (request in 5)"
"7","3.746301","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x605b, seq=65361/20991, ttl=64 (reply in 8)"
"8","3.974322","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x605b, seq=65361/20991, ttl=60 (request in 7)"
"9","4.976060","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x615b, seq=65362/21247, ttl=64 (reply in 10)"
"10","5.267406","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x615b, seq=65362/21247, ttl=60 (request in 9)"
"11","6.269066","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x635b, seq=65363/21503, ttl=64 (reply in 13)"
"12","6.378818","192.168.1.1","224.0.0.5","OSPF","90","Hello Packet"
"13","6.501887","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x635b, seq=65363/21503, ttl=60 (request in 11)"
"14","7.503790","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x645b, seq=65364/21759, ttl=64 (reply in 15)"
"15","7.730610","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x645b, seq=65364/21759, ttl=60 (request in 14)"
"16","8.330210","ca:01:38:f4:00:00","ca:01:38:f4:00:00","LOOP","60","Reply"
"17","8.731329","192.168.1.2","192.168.5.2","ICMP","98","Echo (ping) request  id=0x655b, seq=65365/22015, ttl=64 (reply in 18)"
"18","8.989390","192.168.5.2","192.168.1.2","ICMP","98","Echo (ping) reply    id=0x655b, seq=65365/22015, ttl=60 (request in 17)"
